ID,R_min,R_max,R_mean,R_median,R_std,G_min,G_max,G_mean,G_median,G_std,B_min,B_max,B_mean,B_median,B_std,pixel_ratio,area,perimeter,circularity_laplacian,bounding_box_ratio,center_mass_x,center_mass_y,bug type,species
102,0,255,68.93065812099421,52.0,60.17033040059961,0,255,56.02605127403471,38.0,52.410673627679216,0,255,50.024087853681415,30.0,52.49578259827528,0.0266541666666666,639700,4713,0.3619022933574507,0.9452054794520548,2862.8638861966547,1584.6994778802564,Bumblebee,Bombus hortorum
103,0,255,81.31879203547662,83.0,59.19534254199195,1,255,66.790238912082,59.0,52.096450959956506,0,255,58.255952134915056,45.0,50.06910933359936,0.0282251666666666,677404,4531,0.4146383775227442,1.2461538461538462,2958.395775637581,1957.005881276166,Bumblebee,Bombus hortorum
104,2,250,76.42868389909269,57.0,62.1324429509921,1,240,70.00845463115877,44.0,62.867982007312726,0,249,60.49168744943602,40.0,56.42238608004767,0.0249271666666666,598252,4871,0.316852956673405,1.0208333333333333,3113.3987149228083,1758.2822556380922,Bumblebee,Bombus hortorum
105,3,255,80.15438618071909,66.0,61.540598009130775,0,255,61.10296980986188,42.0,57.11019665722768,0,255,53.9687800934875,31.0,57.55921620406462,0.0237108333333333,569060,3313,0.6515159492342513,0.6842105263157895,3022.2389695286965,2226.3202122799003,Bumblebee,Bombus hortorum
106,0,255,68.10974772519633,65.0,45.03107665558895,0,255,51.90527416467308,48.0,37.10612303639808,0,255,40.52337119831852,36.0,30.689199803655637,0.0315595,757428,5408,0.3254451875512057,1.2481751824817515,2760.249285740691,1741.965910951272,Bumblebee,Bombus hortorum
107,6,255,108.29329181878398,110.0,59.5003464282658,0,255,83.63727914105704,83.0,52.28753962568955,0,255,64.08316581172882,59.0,39.56756179279164,0.021639,519336,3938,0.4208301714522423,0.896551724137931,2542.864157308564,1297.864334457846,Bumblebee,Bombus hortorum
108,1,255,71.41703143544682,70.0,45.57685407761529,0,255,54.89458726684742,47.0,39.86674625630141,0,255,52.6194318317926,41.0,43.66181756538147,0.0153065,367356,3029,0.5031511329082974,1.2988505747126438,3003.0570999248685,1657.7344047735712,Bumblebee,Bombus hortorum
109,3,220,81.8713922551532,81.0,50.862524895456765,0,209,65.75769915976682,56.0,48.81402086754181,0,255,46.88347634993721,43.0,35.73944444556945,0.0326496666666666,783592,6776,0.2144633387833158,0.9116279069767442,2745.7506406395164,2250.230170803173,Bumblebee,Bombus hortorum
110,3,245,73.23347280495489,74.0,45.70299874990875,2,227,64.10663047320455,68.0,40.82381741221567,0,233,37.59503857562205,32.0,29.485109642262813,0.021689,520536,4176,0.3750936003416895,0.9106302916274694,2969.9490909370343,1783.5514316012725,Bumblebee,Bombus hortorum
111,2,255,76.99542957042956,68.0,55.974491364225216,1,255,64.80999577345732,49.0,52.97788769433801,0,255,57.72821793591024,40.0,51.09289777810475,0.0216883333333333,520520,4161,0.3777912139129235,0.962406015037594,2735.7652539767923,1659.0549220010755,Bumblebee,Bombus hortorum
112,0,255,73.91542804005185,63.0,59.90428842940012,0,255,57.91564783678683,47.0,51.99952187417639,0,255,57.84230993218237,45.0,54.86500518137295,0.0443591666666666,1064620,4553,0.645370610190022,0.9352941176470588,2816.5360786008155,1700.6405478010934,Bumblebee,Bombus hortorum
113,0,255,56.54241422816928,28.0,58.17161216692459,0,255,46.62733239188814,17.0,53.533163470563885,0,255,40.955591952958606,15.0,50.84805030270703,0.0287973333333333,691136,3928,0.5628989271837131,0.7320261437908496,3153.365195851468,1864.2615751458468,Bumblebee,Bombus hortorum
114,1,255,59.9264219160341,40.0,50.24056610247846,0,255,48.01742094470627,29.0,43.60346811548293,0,255,41.47479719034428,23.0,41.18359986525607,0.0185313333333333,444752,4250,0.3094210914034257,1.0176991150442478,3079.001870705472,1942.8403694643307,Bumblebee,Bombus hortorum
115,0,255,48.25757385220413,27.0,46.34631385495757,0,255,35.063826138650086,19.0,35.56704647731119,0,255,28.61070399670752,15.0,36.44290499427943,0.0145786666666666,349888,2625,0.6380875873393954,1.452054794520548,2525.476598225718,1341.766016553869,Bumblebee,Bombus hortorum
116,0,255,44.072200246081664,29.0,41.98977782090206,0,255,34.127051159688605,18.0,36.92559199896569,0,255,23.378694099789566,14.0,29.635938111769452,0.0289876666666666,695704,4140,0.5100745817806153,0.75,2946.0954946356496,2896.057300231133,Bumblebee,Bombus hortorum
117,0,255,79.33237697014737,75.0,55.04209463970868,0,255,63.96975109472229,57.0,49.20162808826088,0,255,44.20790551758846,35.0,37.77769459133865,0.0354351666666666,850444,4719,0.4799053934646198,0.9393939393939394,3555.332701506507,1722.1227970330792,Bumblebee,Bombus hortorum
118,0,255,51.736603188662535,30.0,50.03049178865309,0,244,43.72872882948171,19.0,45.573749576652745,0,255,43.70528468923066,19.0,46.87815091744344,0.037257,894168,5736,0.3415157224568879,1.1712328767123288,2456.051234219968,1838.9202700163728,Bumblebee,Bombus hortorum
119,6,255,98.86679658978656,95.0,59.26082927106367,4,255,85.03650732293949,76.0,59.95046411253332,0,255,76.41388029893055,62.0,58.26662468343941,0.015522,372528,3924,0.304026043256049,0.8699186991869918,3173.8215543529614,2664.6364085384184,Bumblebee,Bombus hortorum
120,4,255,92.23340405116332,73.0,69.91322839791547,0,255,68.99127617806808,52.0,54.7893073594909,0,255,50.79877989735645,40.0,42.85760249758821,0.02839925,681582,8785,0.1109799295842086,1.5116279069767442,3450.9704760395666,1347.1686180092784,Bumblebee,Bombus hortorum
121,1,255,52.2702112970948,42.0,40.983325918618725,0,255,40.38513111284646,30.0,33.45577913416639,0,255,38.69533154517367,25.0,37.68652622821997,0.018408125,441795,5602,0.1769067693338293,1.3235294117647058,3237.7417603187,1955.7766000067904,Bumblebee,Bombus hortorum
122,0,255,84.68429266825447,75.0,56.69897109425694,0,255,63.56085643430648,51.0,48.47260245339925,0,255,50.8648547032681,36.0,43.06832012486656,0.0271513333333333,651632,8060,0.1260498066020792,1.3220338983050848,2767.0718841309204,1791.4102576300734,Bumblebee,Bombus hortorum
123,2,255,113.03840046017253,115.0,76.30952605902499,0,255,90.63322572122132,78.0,71.50702203227968,0,255,83.88364130763853,62.0,74.75051225712275,0.0302785,726684,6537,0.2136970328867759,0.9954954954954957,2723.296068167181,1557.559904993092,Bumblebee,Bombus hortorum
124,0,255,71.88665306544281,73.0,51.874154995785375,0,255,66.42482261630896,69.0,49.83650600148139,0,255,54.12088629963777,47.0,49.178215871287854,0.032656375,783753,6799,0.2130585651284795,1.1861702127659577,2330.05119980402,1365.1811808056875,Bumblebee,Bombus hortorum
125,0,255,65.16607852991889,52.0,54.5346978585044,0,255,54.26297588978678,45.0,47.56385767636129,0,255,38.30680913399766,23.0,47.53078171559868,0.0388822083333333,933173,7690,0.1982984634649801,0.922509225092251,3096.194041190648,2256.209970712826,Bumblebee,Bombus hortorum
126,0,255,78.70723601667166,58.0,67.6622433210776,0,255,60.93383152478819,37.0,59.0914272771551,0,255,54.3738629014654,27.0,61.00885449992696,0.04084775,980346,6471,0.2942025587359329,0.5671140939597316,2903.9902871027166,1998.8309209197569,Bumblebee,Bombus hortorum
127,0,255,87.26003512552973,87.0,52.73402151694145,0,255,73.98492140792241,71.0,50.6352822789704,0,255,56.55249142584783,50.0,42.21195395713009,0.0321703333333333,772088,5794,0.2890145351372992,1.160220994475138,2200.4419742309165,1797.726247526189,Bumblebee,Bombus hortorum
128,0,255,56.28725669891844,38.0,53.23246474737508,0,255,46.40260831535653,22.0,48.5437700617364,0,255,45.92863888984438,18.0,52.06759152638376,0.0423964583333333,1017515,8117,0.194070530182476,0.9260869565217392,2121.7616035144447,2250.261844788529,Bumblebee,Bombus hortorum
129,1,255,86.14045150287609,91.0,50.60168665195235,0,255,66.3192550106193,63.0,45.54533060322647,0,255,53.57339158466471,51.0,38.58660178959806,0.030271125,726507,6526,0.2143658144226906,1.0323691460055096,3336.904855699945,2224.637556141923,Bumblebee,Bombus hortorum
130,3,255,75.02804724441967,61.0,56.05831992748551,0,255,56.8750831113589,42.0,45.47369334330291,0,255,49.09832744842966,31.0,46.40285332390269,0.02017875,484290,5646,0.1909121716780074,0.7738693467336684,2860.610960374982,2046.0251378306384,Bumblebee,Bombus hortorum
131,0,255,65.0551368869721,30.0,69.45838866925253,0,255,55.87843352375187,19.0,65.70744534650939,0,255,53.47284833352249,15.0,65.23681776870235,0.03304125,792990,6019,0.2750609179774357,0.8325358851674641,2908.8503562466108,1360.8085095650638,Bumblebee,Bombus hortorum
132,1,255,60.98309569466573,49.0,52.01132530648788,0,255,48.52503212885597,31.0,46.83268150104536,0,255,48.807368758184246,26.0,49.963818646861,0.030832875,739989,6451,0.2234503525400799,0.8318181818181818,1669.1627740412357,2495.481194990736,Bumblebee,Bombus hortorum
133,0,255,89.01089003284041,82.0,59.66821151510721,0,255,81.81622975859196,68.0,59.882759062715294,0,255,69.1552667827756,51.0,59.831293488627686,0.03890025,933606,8267,0.1716633655688957,1.1931330472103003,2545.559186637618,1509.6081966054203,Bumblebee,Bombus hortorum
134,0,255,68.1893866464966,43.0,64.73275376019184,0,255,55.55770387815444,28.0,58.853370282044494,0,255,52.63846545588943,23.0,59.837389335277486,0.0387813333333333,930752,6324,0.2924557197757202,1.0043103448275863,3235.919706860689,1017.0722931565014,Bumblebee,Bombus hortorum
135,1,255,99.67920744291324,99.0,70.1937183329122,0,255,84.23375607482858,79.0,65.87671119161732,0,255,71.149415817855,47.0,65.60661649898657,0.020028,480672,5664,0.1882834723800535,1.4324324324324325,3337.6636084481725,2173.3788591804805,Bumblebee,Bombus hortorum
136,1,255,59.077856604831226,47.0,48.69757788791372,0,255,44.63228288985817,30.0,43.03443691857957,0,255,44.946043757773225,28.0,45.08026509670401,0.035679375,856305,4256,0.5940665582315287,1.1851851851851851,2943.5598180554825,2257.0363702185555,Bumblebee,Bombus hortorum
137,0,255,90.20255033971112,87.0,61.477050012937454,0,255,71.04232314585599,61.0,55.606699027661485,0,255,59.8059501499973,47.0,49.7903372795414,0.0216115,518676,5330,0.2294307363104894,0.8730305838739574,2919.109156776099,2082.60710154316,Bumblebee,Bombus hortorum
138,0,255,54.9128830345788,41.0,48.7291049441437,0,255,40.485532607228365,24.0,41.509618208895525,0,255,31.12463428323777,18.0,37.48206589845655,0.029323125,703755,4979,0.3567361367917889,0.7918552036199095,2931.828069427571,2261.12484032085,Bumblebee,Bombus hortorum
139,7,255,105.6927600714775,92.0,51.09277092240722,4,226,93.3037930791797,86.0,44.67399119695223,0,255,81.02708729214623,66.0,54.12170316462339,0.024273375,582561,5024,0.290036068569465,0.9182692307692308,2922.1954507768287,2178.400982901361,Bumblebee,Bombus pascuorum
140,16,246,135.48870628695155,140.0,45.13782409308563,10,231,118.74709504163056,120.0,39.98686519375131,6,255,98.21545370906998,98.0,44.70080842469449,0.021783875,522813,4206,0.3713793102669289,1.3661971830985915,2486.9432378307347,1922.027160763026,Bumblebee,Bombus pascuorum
141,6,255,125.05788004868016,122.0,62.46572509706528,1,254,113.74758077174758,114.0,52.06538199352087,0,255,91.94302913674272,90.0,51.1614456420964,0.0204395416666666,490549,5852,0.1800046083905823,1.0476190476190477,2782.8838485044307,1422.763391628563,Bumblebee,Bombus pascuorum
142,15,255,121.80815960546964,115.0,45.28569208774478,0,222,98.07513337816631,95.0,38.08876143284756,0,255,95.05364716431292,91.0,46.5350095654531,0.0185875,446100,4693,0.2545311729386587,1.3202614379084967,3854.854176193679,1286.7907487110513,Bumblebee,Bombus pascuorum
143,3,255,129.0591220750067,123.0,62.12159286752092,0,255,93.23357001683624,96.0,48.1089226899501,0,255,85.38861479149891,66.0,59.44869963125927,0.008538125,204915,2588,0.3844634602991045,1.1263157894736842,2774.778093355781,1979.3797232999048,Bumblebee,Bombus pascuorum
144,3,255,125.8340492349398,114.0,56.0829894307748,0,255,87.34908794135335,81.0,44.56803437297035,0,255,74.39354065843857,52.0,58.39094748497573,0.00873025,209526,3057,0.2817454483386588,0.7264957264957265,2695.09831238128,1942.8003589053387,Bumblebee,Bombus pascuorum
145,1,255,117.02991320764612,109.0,52.96459731722072,0,255,83.19411595038939,77.0,45.2339519763806,0,255,66.36265568870127,50.0,51.82888609185121,0.0079452083333333,190685,2181,0.5037500056433446,0.8877551020408163,3409.8679130503187,1792.4502818784906,Bumblebee,Bombus pascuorum
146,7,255,116.16701904049684,105.0,57.26391698462471,0,234,96.80323537648604,95.0,49.90774445280126,0,247,63.80490645936622,55.0,42.55297867015071,0.02707825,649878,4460,0.4105556014656641,1.2467532467532467,2977.917790723797,2291.549569303777,Bumblebee,Bombus pascuorum
147,13,255,157.32570393290763,153.0,59.17786279284479,5,255,117.2593223547227,112.0,50.14403697910251,0,255,97.42691227541556,84.0,60.65703037710227,0.02157225,517734,3517,0.5259831283470999,0.9753086419753086,2839.599603271178,2108.9265704010168,Bumblebee,Bombus pascuorum
148,5,255,115.87385542360354,117.0,50.11706451468267,0,194,65.67562657919362,60.0,40.3591228726384,0,194,42.76275395458286,33.0,29.99371559975711,0.028808875,691413,3921,0.5651369720027327,0.7696335078534031,2651.625757687518,2558.0330338017943,Bumblebee,Bombus pascuorum
149,12,255,137.95081814801043,128.0,55.827605178291066,6,255,119.98275654627788,120.0,51.80945675873337,5,255,99.60025594469845,83.0,54.23664419298306,0.0152376666666666,365704,4094,0.2741851300943977,1.0180722891566265,3510.492876752784,1984.5422882987332,Bumblebee,Bombus pascuorum
150,0,255,94.96780146944973,90.0,48.1940332225526,3,254,75.7620810045402,69.0,46.18582690655675,0,255,81.74230436889081,69.0,62.425271889919486,0.01668425,400422,4958,0.2046985421445296,1.2781862745098038,2467.453424137535,2361.7002637217734,Bumblebee,Bombus pascuorum
151,4,255,109.49046994933762,96.0,60.99285567103733,0,255,79.07836505119133,64.0,54.54797199860022,0,255,73.02051767305726,52.0,59.05124579683015,0.0141788333333333,340292,2909,0.505328928346442,0.746268656716418,2953.937694685741,1991.689742926663,Bumblebee,Bombus pascuorum
152,13,255,120.14220075266616,120.0,55.85280406157719,0,255,91.61228312527004,90.0,49.7397340953076,0,255,83.14025086977284,75.0,49.08915214785237,0.029318,703632,5114,0.3380913027371469,0.8432432432432433,3121.807215987903,1681.0898651567866,Bumblebee,Bombus pascuorum
153,1,255,136.1415053392223,142.0,57.01993331086474,0,255,109.0343844165006,113.0,51.974692658105575,0,255,94.96329026681728,92.0,49.82639663955833,0.033310875,799461,6061,0.2734755966195263,0.920114122681883,2655.211585055431,1632.6337257227058,Bumblebee,Bombus pascuorum
155,13,255,167.42652187907282,195.0,69.89839813034867,2,255,162.11003646072425,182.0,73.43644799634636,9,255,165.43121797814467,198.0,76.83178541206327,0.007896625,189519,2631,0.3440494944366788,0.7175572519083969,2968.0400065428794,1978.6235522559743,Butterfly,Pieris rapae
156,3,205,81.81652542716064,81.0,47.4706517779281,3,182,68.39214008223298,62.0,43.55084321842397,0,157,56.903931038765045,45.0,38.911623267216505,0.0154337916666666,370411,3276,0.4337165087146407,0.6946107784431138,3282.620502630861,2129.6857193765845,Bumblebee,Bombus pascuorum
157,10,255,112.33582539610788,122.0,57.54400729261111,0,251,75.77551479416502,77.0,45.015250931473545,0,255,106.80425638882794,111.0,64.2242621386703,0.0377922083333333,907013,5976,0.3191554008884311,1.092511013215859,3095.8432944180518,1694.1121340046946,Bee,Megachile centuncularis
158,2,212,80.91494549528102,76.0,43.57216240457162,0,191,57.68113301727727,51.0,35.75178268175695,0,230,69.70647960932342,54.0,49.25092875093723,0.018113875,434733,4449,0.2759990966923829,1.0057142857142858,3588.377015317448,1159.5076541233354,Bee,Megachile centuncularis
159,5,219,79.10277353833399,81.0,39.786265146535015,0,187,57.24623066342585,53.0,33.86661800995795,0,236,71.92585118610216,66.0,47.75084842175193,0.02211375,530730,5467,0.223144071745658,0.8468776732249786,2404.2418141051007,1658.967043506114,Bee,Megachile centuncularis
160,7,255,104.82424838527376,110.0,59.93297170488015,0,255,73.118474917685,69.0,48.01841745426408,5,255,104.92131948935996,98.0,63.6514987961191,0.032661625,783879,5435,0.3334723247075683,1.1855670103092784,2201.8237853035994,1909.906763671434,Bee,Megachile centuncularis
161,13,245,120.70241914917592,123.0,46.47936707293691,0,219,66.45348816520672,63.0,32.47926382437013,10,255,102.70735747935608,91.0,57.81061897308479,0.021076625,505839,4718,0.2855658703750347,1.2133333333333334,3241.321584535791,2155.0537562346917,Bee,Apis mellifera
162,6,251,135.89025520944205,145.0,49.04036432688017,0,223,84.16683459873695,84.0,37.18871649103314,5,255,119.9986092386291,118.0,53.076441551313735,0.01761625,422790,4046,0.3245508970151261,1.1946308724832215,3222.279391660162,2069.43148371532,Bee,Apis mellifera
163,12,241,123.72752156068776,126.0,41.20320942738069,7,205,84.9378581349907,83.0,31.521599776190627,10,255,101.20818482158973,99.0,43.76751388128711,0.026548125,637155,4736,0.3569698790740832,1.152941176470588,3241.784911049901,1573.7818929459866,Bee,Apis mellifera
164,8,237,101.31007198720552,106.0,47.74985245247992,0,222,86.93733904741688,91.0,43.82132045859385,5,255,100.83108319944762,95.0,47.84194112982383,0.034155375,819729,6335,0.2566769825828361,1.2037765538945713,3083.2965443457533,1572.746339338977,Bee,Megachile centuncularis
165,8,255,125.35642958901164,119.0,44.098509096609845,3,235,111.12306467220384,107.0,42.93109882120176,0,236,94.13716299760772,97.0,36.02704334672449,0.012401,297624,3779,0.2618930837284313,1.2109375,2954.510284788861,1708.3040615004163,Bee,Anthidium
166,12,255,120.9162863504404,108.0,54.05079104934689,7,253,108.23168023913792,99.0,54.09616590939,1,255,96.46914518033756,92.0,48.03639777654786,0.0135486666666666,325168,4417,0.2094415606325514,1.134962805526036,3118.67000442848,2424.095802785022,Bee,Anthidium
167,6,249,109.22388267240362,102.0,52.84977647706895,3,241,95.9410764649552,85.0,47.96163318759977,6,247,95.96625257441198,89.0,42.49250435377242,0.0158814583333333,381155,4759,0.2114852464327532,1.0432432432432432,2881.0316196822814,1914.045136493028,Bee,Anthidium
168,10,255,154.22360400695882,151.0,52.59988447095705,0,255,123.15572735673472,116.0,48.49947265251589,0,255,92.55566618510277,76.0,56.79161351519808,0.01920825,460998,3967,0.368115838988689,0.8719512195121951,3060.1655516943674,1868.7844741191936,Bumblebee,Bombus pascuorum
169,5,255,142.42154932137663,133.0,56.91241123284534,0,255,113.20177263424355,104.0,51.690273944252326,0,255,84.43932783971563,71.0,49.36585282786132,0.024756,594144,5608,0.2374026540409284,0.668141592920354,2862.2448631981474,2207.959774061507,Bumblebee,Bombus pascuorum
170,9,255,118.26632862180644,119.0,49.58754837999994,5,255,90.71182208524228,83.0,51.90278780544733,0,255,63.858932345202206,54.0,45.55320887794456,0.0130324583333333,312779,4348,0.2079066496744249,0.8835616438356164,2926.314445662912,1884.0174660063492,Hover fly,Eristalis
171,0,255,68.52016523790076,59.0,52.37043357591843,0,255,46.79159232980359,35.0,42.66623051586009,0,255,36.2142933910702,21.0,43.27647526951337,0.0213227916666666,511747,4228,0.3597453691378817,1.524590163934426,3419.0604693334794,2155.733211919171,Bumblebee,Bombus hortorum
172,17,255,156.86754077824256,148.0,55.371278033724366,0,255,123.72046582048198,115.0,46.79927669307374,0,255,93.0709163410192,74.0,57.95059765194081,0.020887875,501309,3797,0.4369524424810248,1.1474358974358974,3390.1016518753904,2190.4612624149977,Bumblebee,Bombus pascuorum
173,7,255,124.27028598563771,119.0,51.28228649027972,3,255,101.94294500922274,104.0,45.808230111256776,0,255,85.13152496600024,82.0,49.39329035673523,0.012898375,309561,3338,0.349127002940175,0.9407894736842104,3049.148255109655,2017.16471713168,Bee,Apis mellifera
174,12,255,131.04455508958358,124.0,47.10593034280333,5,255,107.7753866546368,110.0,42.89092504826547,0,255,76.48594379746741,73.0,39.13203796857429,0.022444125,538659,5208,0.2495639399726228,1.1011904761904765,2489.0560985707098,1114.0658022979287,Bee,Apis mellifera
175,12,255,132.9325807320256,121.0,54.56115080140464,6,255,111.19901126140122,99.0,49.64671091695081,4,255,110.54690087066996,98.0,55.24892957861908,0.030173125,724155,4505,0.4483857552398572,0.8837209302325582,2827.552129033149,1924.315855031036,Hover fly,Eristalis
176,5,255,113.54348455205636,109.0,48.63051391986865,0,255,102.58855173079068,103.0,47.27074506073947,0,255,92.26676906010064,84.0,50.12022245128831,0.0276439166666666,663454,5382,0.287828168353137,1.0380952380952382,2709.9921833314743,1632.7413475538622,Hover fly,Eristalis
177,1,252,88.55858698020984,89.0,57.33113764033814,1,237,70.75316950495187,62.0,51.996420921777634,0,255,62.46699563793098,53.0,52.924003848508704,0.02409025,578166,4086,0.4351767536761172,0.8265895953757225,2667.870132453309,2093.202381323011,Bumblebee,Bombus hortorum
178,14,255,126.30378993710106,117.0,47.45338832349098,10,255,98.99759371538732,93.0,40.26497689149171,0,255,81.6183079578271,68.0,50.34259664829166,0.026822125,643731,4254,0.4470121387977429,1.5789473684210529,3016.769016871954,1819.3892153710167,Bumblebee,Bombus pascuorum
179,3,255,114.56873502629438,114.0,70.22941507207206,0,255,104.6181887410096,101.0,67.79240768398532,0,255,90.01346984490394,82.0,68.28180926492446,0.0168524583333333,404459,3637,0.3842357462024967,1.099882491186839,3072.2740698068283,2188.6179761112994,Bumblebee,Bombus hortorum
180,7,255,83.9313843923653,76.0,49.06524767486015,5,237,73.53891633550222,66.0,43.73806799722845,5,255,87.82356224641967,77.0,51.00899925583098,0.015003875,360093,7032,0.0915096341160448,0.8390243902439024,2733.7922675531045,1642.1066530035296,Wasp,Isodontia mexicana
181,3,255,115.22291976485384,106.0,53.88855382552691,0,255,106.11590962775178,97.0,52.13828406980496,0,255,95.44573972233589,87.0,46.20760486259841,0.012524125,300579,5549,0.1226701933079381,1.0198675496688745,2811.6785603784697,1845.8164243010988,Bee,Anthidium
182,2,255,151.9011690352131,159.0,58.44350436674426,0,255,140.13267706400845,145.0,56.11791951446486,0,255,141.6243494264301,141.0,54.28500598755296,0.014082125,337971,4459,0.2136064468822614,0.6157635467980296,2875.4134319216737,1878.9698554017948,Bee,Anthidium
183,32,255,162.51115260033927,164.0,44.82998751204432,17,249,140.52751884934517,145.0,43.47809180861023,0,255,132.03773282226493,132.0,56.819067353905886,0.0244150833333333,585962,3813,0.5064606477891289,0.9574468085106383,3068.543357760401,2292.2309194111563,Bumblebee,Bombus pascuorum
184,13,255,138.17811960947574,139.0,44.348026304776006,7,234,122.6260947924242,128.0,41.26628561092313,7,255,123.3544703365268,123.0,47.29543120133609,0.02372025,569286,4717,0.3215204605052529,0.9788359788359788,2776.4955734024725,1557.5015440393756,Bee,Apis mellifera
185,37,255,108.92215160745214,96.0,55.64758822542541,16,246,115.49670113089029,105.0,36.50469574630227,17,255,96.28874414617609,77.0,54.04012456726421,0.02372025,569286,4717,0.3215204605052529,0.9788359788359788,2776.4955734024725,1557.5015440393756,Bee,Apis mellifera
186,0,249,116.6574756113095,115.0,54.33799596545894,0,234,98.01789016414324,102.0,48.08528319597917,1,255,91.09003720345945,86.0,44.89987039047762,0.01897225,455334,4599,0.2705285628339047,1.2444444444444445,3148.662199616106,1586.9196875260798,Bumblebee,Bombus pascuorum
187,4,255,111.39196072873855,105.0,57.96449439806421,3,245,89.17843702269042,80.0,53.69217130970048,0,255,82.04838443006282,72.0,52.4259300856933,0.0105845,254028,2975,0.3606762228001779,0.567741935483871,3015.244630513172,2836.8101705323825,Bee,Anthidium
188,22,255,215.195609196402,235.0,45.71260326772408,26,255,213.3180996600244,233.0,43.73345308823929,33,255,218.4906922055375,238.0,49.949859615075816,0.037367875,896829,7290,0.2120627800960596,1.13125,2900.1028713389064,2332.061544619989,Butterfly,Pieris rapae
189,30,255,180.75156881466984,195.0,39.11418101079413,31,255,178.97653173263882,193.0,37.44348798685312,27,255,185.1513957476464,195.0,42.98265802530537,0.0395800416666666,949921,6900,0.2507258840655361,1.884057971014493,3519.3250543992604,2184.5460706732456,Butterfly,Pieris rapae
190,0,255,79.78968796906426,82.0,61.01365562411755,0,255,68.84716827164183,66.0,53.789754225613024,0,255,71.69117726719124,68.0,57.21532692847228,0.023845125,572283,2801,0.9166308959999552,0.8209876543209876,2782.50772607259,1906.9361819239784,Bumblebee,Bombus hortorum
191,5,255,79.30273485210557,75.0,45.50559584810389,5,255,72.77605721062787,71.0,44.16331125391191,1,255,54.56003752677323,48.0,35.30209793147851,0.011769375,282465,4166,0.2045200900266703,0.9731543624161074,2414.546110137539,1944.4222930274548,Bee,Megachile centuncularis
192,0,255,187.3901869039007,215.0,59.43228216609491,2,255,186.9237672705258,212.0,59.43778937148673,0,255,175.94637222760923,192.0,60.31601477920724,0.0324855,779652,6582,0.2261491216993672,0.8112449799196787,3278.0069415585417,1292.6561209360073,Butterfly,Polyommatus icarus
193,10,255,191.34150183686708,216.0,56.15907398083645,8,255,190.0207799635516,213.0,57.16336629235379,5,255,181.39798587301252,195.0,57.53008189038813,0.041817125,1003611,6985,0.2584892317804445,0.8205596107055961,3229.8331754036176,2009.4844705767475,Butterfly,Polyommatus icarus
194,3,255,143.8417534775615,133.0,62.00546944355667,1,255,110.47514962414564,94.0,58.787798411555855,0,255,110.4971193507682,97.0,59.54458732030131,0.022354625,536511,5951,0.1903744204138466,0.9859154929577464,2836.9562916696955,2041.591452924544,Bee,Anthidium manicatum
195,0,255,104.50544736127898,91.0,55.26018241159228,0,255,77.85279228890316,61.0,54.03290208585421,0,255,70.50005141405508,55.0,50.47127486495162,0.024717625,593223,5040,0.2934720677027848,0.9028871391076116,3076.635991861408,1877.772451506432,Bee,Anthidium manicatum
196,3,248,90.89539815136736,93.0,53.04125113839813,0,230,55.406790013249264,47.0,40.96563613586504,0,249,80.84584809389125,77.0,49.57126277999073,0.02660525,638526,4873,0.3379057851029499,1.00531914893617,3242.4539157371823,1909.504911311364,Bee,Anthidium manicatum
197,0,255,70.34554674400529,57.0,54.46343496661292,0,255,47.20726324344135,31.0,42.63557245697926,0,255,57.57057060247279,41.0,50.80194246102847,0.023532875,564789,5583,0.2276988504165358,1.0492285084496693,2794.589598947572,2281.596178395825,Bee,Anthidium manicatum
198,0,255,63.246987866341776,53.0,50.86940109117089,0,255,40.83867838534739,27.0,38.728491175495286,0,255,50.635617837648034,34.0,47.04314940589663,0.02349525,563886,5199,0.2621570499781301,1.0210526315789474,2670.63639104358,2041.0698953334536,Bee,Anthidium manicatum
199,0,255,73.69627776218478,65.0,52.85636190448513,0,255,60.292046888513134,50.0,47.79555683165989,0,255,49.69278645280685,33.0,47.41897314179945,0.03651925,876462,6812,0.237352427044915,0.907103825136612,2859.007512019916,1886.6545771522328,Bee,Anthidium manicatum
200,4,255,140.88776593479687,141.0,83.31519714222995,0,230,74.5688541512185,59.0,50.70532370574052,0,255,91.1410928270104,89.0,51.53502893457467,0.0283767083333333,681041,4461,0.4300497263146772,0.7172131147540983,3004.447777740253,2720.9670871504063,Bumblebee,Bombus pascuorum
201,0,255,63.1891360732394,40.0,64.62949629182586,0,207,36.07968563572105,19.0,37.04047813066654,0,234,42.03497682518364,26.0,43.64114252310106,0.020289625,486951,5240,0.222860218556268,1.0819672131147542,2470.7064961361616,2195.2354877595485,Bumblebee,Bombus lapidarius
202,0,236,81.03563976362275,97.0,54.42810172443836,0,197,61.55434196424305,66.0,41.67281630782507,0,206,58.71298868857048,59.0,40.74911421301754,0.03662225,878934,6387,0.2707523884237923,0.8801652892561983,532.0358957555402,3229.9915807102693,Bumblebee,Bombus lapidarius
203,4,255,116.18697323373888,117.0,52.12791120254571,2,255,105.4775716275338,103.0,55.33725761934386,0,255,81.30301047238946,78.0,47.65913661763992,0.0690187916666666,1656451,9027,0.2554474504740927,1.4456521739130437,2634.365260427263,1725.8142655593192,Hover fly,Eristalis
